order_id,customer_id,customer_name,product_category,quantity,unit_price,order_date,status
2478,1772,Ahmed,Beauty,6,1350.15,2025-08-20,Returned
2479,2106,Hamza,Clothing,7,377.56,2025-08-02,Cancelled
2480,2723,Sana,Clothing,7,781.03,2025-11-01,Cancelled
2481,1252,Hassan,Groceries,5,472.8,2025-10-24,Pending
2482,2860,Ayesha,Toys,7,1088.85,2025-02-26,Pending
2483,1713,Laiba,Home,6,594.39,2025-10-15,Completed
2484,2010,Usman,Home,9,812.5,2025-08-17,Completed
2485,2640,Sana,Home,1,1138.12,2025-03-13,Completed
2486,2881,Laiba,Clothing,3,1396.71,2025-08-28,Returned
2487,1525,Hamza,Beauty,9,1273.28,2025-04-04,Cancelled
2488,2760,Maham,Home,3,1165.25,2025-07-10,Pending
2489,2445,Ahmed,Clothing,2,348.78,2025-01-07,Pending
2490,1245,Noor,Electronics,6,1491.25,2026-03-25,Completed
2491,1839,Ahmed,Toys,8,1260.2,2025-12-18,Returned
2492,2423,Sana,Books,7,1012.16,2025-09-05,Returned
2493,1234,Ahmed,Electronics,10,797.1,2025-03-25,Cancelled
2494,1552,Zain,Clothing,2,195.99,2025-01-03,Completed
2495,1595,Taha,Groceries,10,1107.46,2025-07-30,Cancelled
2496,2999,Fatima,Beauty,2,1529.41,2025-04-28,Pending
2497,2501,Maham,Books,9,891.37,2025-12-30,Returned
2498,1190,Noor,Clothing,3,470.58,2025-02-09,Returned
2499,1062,Hina,Electronics,4,1113.48,2025-09-15,Pending
2500,2164,Bilal,Groceries,6,623.25,2025-03-21,Returned
2501,1384,Kiran,Books,6,1797.9,2025-09-12,Cancelled
2502,1241,Usman,Clothing,6,420.34,2025-02-14,Returned
2503,1849,Danish,Toys,5,1895.29,2026-04-29,Pending
2504,1168,Maham,Toys,10,1667.48,2025-10-18,Returned
2505,2369,Iqra,Books,3,493.86,2025-06-07,Returned
2506,2855,Ahmed,Clothing,8,701.36,2025-01-31,Completed
2507,1990,Taha,Home,1,147.93,2025-06-05,Pending
2508,2165,Sara,Electronics,9,1068.56,2026-01-17,Returned
2509,1955,Bilal,Electronics,7,989.27,2026-02-01,Returned
2510,2270,Hamza,Home,10,1120.37,2025-12-26,Pending
2511,1935,Ahmed,Home,5,769.03,2025-12-20,Completed
2512,1785,Sana,Toys,3,1099.56,2025-05-24,Completed
2513,1172,Omar,Home,10,329.59,2025-09-03,Cancelled
2514,1981,Hina,Electronics,7,808.7,2026-03-09,Pending
2515,1959,Zain,Electronics,6,1022.15,2025-02-05,Pending
2516,3000,Noor,Groceries,3,1846.97,2025-12-05,Returned
2517,2498,Laiba,Groceries,5,915.25,2026-03-05,Returned
2518,2058,Bilal,Books,6,1924.17,2025-02-01,Cancelled
2519,1024,Usman,Toys,9,447.7,2025-04-27,Returned
2520,1550,Noor,Sports,6,120.32,2025-12-20,Cancelled
2521,1275,Ayesha,Beauty,7,507.51,2026-03-13,Cancelled
2522,1308,Danish,Groceries,7,1004.79,2025-03-10,Cancelled
2523,1907,Ahmed,Clothing,4,1619.74,2025-03-22,Cancelled
2524,2190,Sara,Toys,4,1572.61,2026-04-08,Pending
2525,1922,Hassan,Beauty,9,1632.85,2025-10-27,Cancelled
2526,2638,Usman,Sports,3,1792.96,2026-04-07,Returned
2527,1764,Ahmed,Toys,5,1851.31,2025-08-31,Pending
2528,2012,Usman,Groceries,5,1211.27,2025-06-06,Completed
2529,1598,Iqra,Sports,8,1929.86,2025-03-13,Cancelled
2530,2339,Hassan,Electronics,7,1726.78,2025-04-07,Cancelled
2531,2351,Hamza,Beauty,7,449.61,2025-02-06,Returned
2532,1005,Maham,Groceries,5,459.69,2025-02-12,Returned
2533,2760,Taha,Clothing,2,115.62,2025-04-25,Pending
2534,1776,Noor,Clothing,2,1783.7,2025-03-10,Completed
2535,1755,Bilal,Electronics,5,104.77,2025-01-30,Pending
2536,1925,Zain,Groceries,10,1535.97,2026-02-15,Pending
2537,1257,Ali,Sports,6,941.67,2026-01-27,Pending
2538,2867,Omar,Home,4,1903.28,2025-04-27,Cancelled
2539,1425,Danish,Beauty,1,171.59,2025-12-18,Pending
2540,2057,Sara,Groceries,10,1784.38,2025-12-28,Completed
2541,1325,Danish,Beauty,4,1617.39,2026-01-22,Pending
2542,1173,Sana,Books,6,374.22,2025-12-27,Cancelled
2543,1555,Noor,Sports,5,1476.01,2026-01-05,Completed
2544,2223,Bilal,Home,2,1653.59,2026-02-23,Completed
2545,1011,Omar,Groceries,5,1226.1,2025-03-02,Returned
2546,1147,Bilal,Toys,7,1555.01,2025-02-09,Pending
2547,1097,Taha,Groceries,1,654.75,2025-04-30,Pending
2548,1423,Omar,Beauty,8,555.63,2025-05-25,Pending
2549,2506,Hamza,Groceries,4,860.11,2025-07-17,Pending
2550,2504,Danish,Beauty,4,388.69,2025-11-22,Returned
2551,1935,Hamza,Home,5,645.14,2025-12-23,Returned
2552,1260,Fatima,Home,1,547.69,2025-09-27,Returned
2553,1946,Ahmed,Clothing,6,1268.55,2025-05-09,Cancelled
2554,2669,Hassan,Books,8,298.06,2026-02-03,Returned
2555,2151,Fatima,Clothing,10,1471.53,2025-02-05,Returned
2556,2567,Kiran,Electronics,10,1198.28,2025-02-17,Cancelled
2557,2168,Hassan,Clothing,6,1874.86,2025-11-10,Pending
2558,1296,Fatima,Beauty,8,670.62,2025-11-13,Completed
2559,1860,Omar,Electronics,5,51.19,2026-01-09,Cancelled
2560,1915,Laiba,Groceries,2,1473.55,2025-04-06,Returned
2561,2819,Usman,Home,7,1553.9,2025-01-04,Completed
2562,1622,Sara,Groceries,2,1427.09,2025-07-13,Completed
2563,1181,Maham,Groceries,2,530.97,2026-01-24,Completed
2564,2770,Zain,Electronics,5,845.75,2025-03-23,Completed
2565,2343,Taha,Books,5,1373.8,2025-04-25,Completed
2566,2153,Ayesha,Electronics,9,387.93,2025-11-05,Pending
2567,1123,Sara,Groceries,9,363.84,2025-12-14,Cancelled
2568,1923,Laiba,Sports,6,573.7,2025-07-18,Cancelled
2569,1019,Taha,Groceries,10,1876.78,2025-03-31,Returned
2570,1277,Fatima,Groceries,8,473.75,2026-01-04,Pending
2571,1544,Hina,Electronics,9,1284.74,2025-09-11,Returned
2572,2513,Usman,Toys,10,1894.08,2025-09-28,Completed
2573,1475,Zain,Clothing,1,1510.72,2025-02-27,Returned
2574,1751,Bilal,Electronics,3,1578.74,2026-01-05,Cancelled
2575,1416,Ayesha,Books,4,1458.33,2025-12-14,Cancelled
2576,1997,Ayesha,Groceries,3,1441.35,2025-01-03,Returned
2577,1795,Bilal,Beauty,8,1370.9,2025-04-18,Returned
2578,2695,Ayesha,Clothing,2,382.07,2025-11-08,Cancelled
2579,2757,Hamza,Home,7,117.04,2025-09-24,Returned
2580,2930,Hamza,Clothing,9,1994.51,2025-03-18,Returned
2581,1010,Sana,Clothing,5,349.05,2025-05-14,Cancelled
2582,1731,Sara,Clothing,4,1986.53,2025-02-17,Completed
2583,2841,Hassan,Toys,7,1863.0,2025-07-02,Returned
2584,2530,Ayesha,Home,7,1961.23,2026-04-26,Returned
2585,1582,Hassan,Home,1,200.74,2026-04-03,Completed
2586,1991,Sara,Books,2,1517.68,2025-06-25,Completed
2587,1823,Hina,Toys,10,1203.15,2025-12-05,Cancelled
2588,2822,Usman,Books,5,1784.16,2026-03-23,Pending
2589,2783,Usman,Beauty,4,112.23,2025-12-13,Returned
2590,1535,Noor,Books,8,1886.12,2025-11-20,Pending
2591,2946,Sana,Sports,2,211.11,2025-01-05,Completed
2592,2691,Ahmed,Electronics,4,1798.85,2025-02-09,Pending
2593,2755,Bilal,Sports,3,1097.09,2025-12-15,Returned
2594,2078,Zain,Beauty,1,1268.86,2025-03-26,Cancelled
2595,2410,Fatima,Books,9,531.55,2026-04-29,Returned
2596,2392,Zain,Home,5,165.76,2025-03-08,Pending
2597,1383,Fatima,Home,2,1831.07,2025-11-22,Returned
2598,2947,Taha,Beauty,2,1589.71,2025-01-08,Pending
2599,1890,Ayesha,Clothing,10,1342.18,2025-12-17,Pending
2600,2922,Maham,Books,6,234.07,2025-05-24,Cancelled
2601,2712,Zain,Beauty,8,1156.84,2025-11-03,Completed
2602,1304,Usman,Clothing,9,1572.72,2026-02-16,Returned
2603,1433,Danish,Clothing,4,659.82,2026-04-24,Cancelled
2604,1091,Omar,Groceries,7,502.34,2025-11-11,Cancelled
2605,1510,Omar,Beauty,7,1258.97,2026-03-16,Pending
2606,1270,Zain,Toys,10,1417.3,2025-06-04,Cancelled
2607,2581,Ahmed,Toys,8,1418.93,2025-02-06,Cancelled
2608,2337,Bilal,Clothing,5,918.13,2025-10-08,Pending
2609,1558,Ahmed,Groceries,8,729.0,2025-11-15,Returned
2610,2847,Iqra,Books,9,1729.63,2025-07-22,Returned
2611,2395,Laiba,Home,10,1409.89,2026-01-31,Completed
2612,2584,Bilal,Toys,6,487.38,2026-02-25,Completed
2613,1079,Maham,Books,10,409.64,2025-06-15,Cancelled
2614,2761,Ahmed,Toys,3,182.16,2025-10-11,Completed
2615,1987,Taha,Electronics,10,109.09,2025-07-14,Pending
2616,2305,Ahmed,Groceries,10,126.9,2025-01-17,Completed
2617,2671,Zain,Groceries,8,935.48,2025-03-18,Completed
2618,2645,Ali,Electronics,9,110.63,2025-07-29,Pending
2619,2191,Sara,Beauty,5,99.26,2025-08-02,Pending
2620,2291,Omar,Sports,7,1100.77,2025-07-04,Pending
2621,2975,Usman,Electronics,1,806.26,2025-12-22,Returned
2622,1178,Iqra,Clothing,2,750.38,2026-04-14,Returned
2623,2568,Sana,Sports,2,1020.2,2026-01-02,Completed
2624,2428,Omar,Groceries,1,978.07,2025-05-08,Returned
2625,2666,Ahmed,Books,2,1659.17,2025-10-15,Cancelled
2626,1983,Noor,Home,8,1963.55,2025-07-10,Pending
2627,1867,Taha,Beauty,5,245.27,2025-03-13,Cancelled
2628,1737,Hina,Groceries,7,1063.09,2025-07-12,Pending
2629,2409,Zain,Sports,9,236.07,2025-04-29,Completed
2630,1302,Sara,Books,7,817.27,2025-04-03,Pending
2631,1571,Iqra,Sports,7,1409.26,2025-11-18,Pending
2632,1101,Ahmed,Electronics,4,652.84,2026-01-22,Completed
2633,2954,Laiba,Clothing,1,658.41,2025-03-31,Returned
2634,2996,Usman,Beauty,4,1308.97,2025-12-27,Completed
2635,2950,Kiran,Toys,1,1856.21,2025-12-30,Cancelled
2636,1127,Sana,Groceries,8,1198.72,2025-06-26,Pending
2637,1597,Hamza,Clothing,7,319.0,2025-07-01,Cancelled
2638,2724,Kiran,Beauty,4,1265.16,2025-10-24,Completed
2639,1405,Sana,Clothing,2,791.96,2025-03-18,Pending
2640,2975,Maham,Clothing,5,1210.56,2025-10-14,Returned
2641,2803,Noor,Sports,4,1142.99,2025-11-11,Completed
2642,1716,Omar,Toys,3,1660.95,2025-09-05,Cancelled
2643,1098,Sana,Beauty,7,1731.57,2026-03-21,Cancelled
2644,1864,Danish,Beauty,8,1208.07,2025-04-20,Returned
2645,1227,Taha,Electronics,1,1246.51,2026-04-18,Pending
2646,1937,Noor,Electronics,9,764.09,2026-01-04,Pending
2647,2599,Danish,Electronics,6,1951.29,2025-05-31,Cancelled
2648,2324,Ahmed,Toys,5,1669.96,2025-01-03,Pending
2649,2921,Omar,Clothing,9,858.98,2026-04-05,Returned
2650,2793,Taha,Electronics,5,256.36,2026-01-19,Completed
2651,2282,Hamza,Sports,8,166.81,2026-04-14,Pending
2652,2683,Taha,Groceries,2,1601.97,2025-06-12,Returned
2653,1245,Hamza,Toys,2,1919.47,2025-05-21,Pending
2654,1975,Bilal,Electronics,6,1304.09,2026-01-04,Pending
2655,2333,Fatima,Books,5,552.55,2025-10-05,Completed
2656,1078,Laiba,Groceries,10,1623.25,2025-06-18,Completed
2657,1476,Hamza,Clothing,10,80.83,2026-02-12,Returned
2658,2048,Noor,Home,1,939.29,2025-03-27,Returned
2659,2842,Ahmed,Books,8,1733.64,2026-02-21,Completed
2660,1734,Ayesha,Electronics,7,1818.82,2026-01-28,Cancelled
2661,2485,Hassan,Groceries,2,1883.56,2026-02-23,Returned
2662,2039,Hamza,Toys,9,1422.59,2026-01-11,Pending
2663,1819,Iqra,Beauty,9,884.29,2025-11-11,Completed
2664,2427,Ayesha,Beauty,5,1849.88,2025-05-28,Cancelled
2665,2120,Sara,Electronics,8,596.25,2025-04-30,Pending
2666,1529,Noor,Clothing,6,761.99,2025-10-22,Cancelled
2667,2483,Ayesha,Sports,9,560.72,2025-05-10,Returned
2668,1671,Iqra,Books,10,1958.03,2025-02-01,Cancelled
2669,1731,Maham,Beauty,10,943.53,2025-07-31,Completed
2670,2016,Omar,Toys,1,857.8,2025-01-07,Completed
2671,2668,Zain,Electronics,7,1744.56,2025-12-31,Cancelled
2672,1247,Maham,Clothing,3,1532.66,2026-04-24,Completed
2673,2164,Bilal,Books,5,1762.51,2025-05-13,Completed
2674,2075,Zain,Toys,1,878.18,2025-09-08,Returned
2675,2530,Kiran,Beauty,8,168.25,2026-02-23,Returned
2676,2019,Sara,Toys,7,439.49,2025-04-30,Completed
2677,1256,Fatima,Beauty,1,1489.12,2025-06-30,Completed
2678,1717,Danish,Clothing,3,443.65,2025-08-22,Completed
2679,2244,Noor,Sports,1,354.82,2025-05-15,Pending
2680,2231,Sara,Sports,9,211.71,2025-06-28,Pending
2681,2609,Sara,Electronics,9,1907.03,2025-10-30,Pending
2682,2089,Bilal,Books,9,607.94,2025-07-21,Returned
2683,2925,Hamza,Electronics,10,309.16,2025-12-17,Completed
2684,1590,Hassan,Groceries,1,814.27,2026-04-05,Returned
2685,2304,Zain,Groceries,10,1716.5,2026-03-10,Pending
2686,1796,Sara,Home,5,813.12,2025-06-16,Cancelled
2687,2707,Ahmed,Groceries,1,1645.26,2026-02-07,Completed
2688,2396,Ayesha,Home,10,92.22,2025-10-16,Returned
2689,1934,Laiba,Books,7,1732.51,2026-04-20,Cancelled
2690,2646,Sana,Electronics,9,1960.01,2025-02-20,Completed
2691,1319,Ali,Books,5,92.44,2026-02-11,Cancelled
2692,1984,Taha,Groceries,5,883.73,2025-07-10,Pending
2693,1047,Fatima,Clothing,3,80.67,2025-07-02,Completed
2694,1862,Ayesha,Beauty,8,414.8,2026-02-12,Completed
2695,1136,Laiba,Beauty,9,861.14,2025-04-23,Completed
2696,1202,Danish,Groceries,6,1255.35,2025-10-05,Completed
2697,2304,Bilal,Home,6,274.85,2025-08-09,Cancelled
2698,2968,Danish,Home,3,821.41,2026-02-12,Pending
2699,2714,Hassan,Home,8,1646.92,2025-07-30,Completed
2700,1384,Sana,Home,8,182.07,2025-06-05,Cancelled
2701,2136,Noor,Books,8,544.37,2025-06-21,Pending
2702,1342,Sara,Clothing,1,1354.54,2026-04-19,Completed
2703,1751,Fatima,Electronics,1,1957.84,2025-07-03,Pending
2704,2925,Sara,Beauty,4,291.62,2026-03-16,Pending
2705,2606,Sara,Sports,2,706.45,2025-10-24,Cancelled
2706,1223,Hamza,Clothing,8,912.27,2026-02-28,Pending
2707,1835,Sana,Home,3,1770.51,2025-04-03,Pending
2708,1156,Hamza,Books,9,260.89,2025-12-17,Cancelled
2709,2113,Sara,Home,4,431.11,2026-04-16,Returned
2710,2771,Ali,Groceries,4,708.01,2025-02-26,Returned
2711,1601,Iqra,Toys,3,1311.6,2025-08-23,Pending
2712,2159,Kiran,Toys,1,1248.09,2025-10-31,Returned
2713,1066,Hassan,Groceries,9,1277.81,2025-06-01,Returned
2714,2474,Usman,Groceries,4,1787.58,2026-03-12,Cancelled
2715,1274,Laiba,Sports,4,366.41,2025-09-15,Completed
2716,2693,Danish,Beauty,1,1678.26,2026-02-01,Completed
2717,1581,Kiran,Home,3,1742.36,2025-12-10,Completed
2718,2420,Taha,Beauty,2,69.54,2025-03-09,Pending
2719,1225,Kiran,Toys,3,953.62,2025-10-29,Cancelled
2720,2700,Hina,Beauty,8,1886.41,2025-07-31,Completed
2721,2809,Taha,Books,4,289.44,2026-02-14,Returned
2722,2179,Omar,Books,2,212.98,2025-05-05,Cancelled
2723,2323,Sana,Beauty,5,595.37,2025-02-20,Returned
2724,2400,Ahmed,Groceries,1,1638.03,2025-12-06,Completed
2725,1480,Ayesha,Home,9,846.9,2026-02-15,Cancelled
2726,1553,Sana,Clothing,6,940.49,2026-04-23,Pending
2727,2096,Usman,Books,3,1140.28,2025-12-28,Pending
2728,1372,Fatima,Toys,3,366.52,2025-07-03,Returned
2729,1590,Noor,Beauty,8,496.62,2025-04-16,Completed
2730,1909,Sara,Groceries,8,1022.27,2025-01-24,Completed
2731,2536,Hina,Home,8,1713.13,2025-02-11,Pending
2732,2265,Hamza,Home,5,759.8,2026-04-19,Returned
2733,1578,Hina,Electronics,5,1435.45,2026-04-29,Cancelled
2734,1043,Bilal,Beauty,2,673.79,2025-12-13,Cancelled
2735,2591,Iqra,Electronics,7,1324.45,2026-01-31,Returned
2736,1669,Hassan,Books,7,1764.2,2025-11-17,Completed
2737,2807,Sana,Groceries,4,254.46,2025-07-18,Pending
2738,1130,Sana,Groceries,6,1066.89,2025-03-29,Completed
2739,1300,Sara,Beauty,8,517.92,2025-10-20,Completed
2740,1111,Sana,Clothing,7,423.47,2025-05-20,Completed
2741,2795,Kiran,Clothing,8,631.81,2025-01-17,Pending
2742,2342,Danish,Books,4,814.84,2025-03-25,Cancelled
2743,1693,Sara,Beauty,1,1466.89,2025-12-17,Returned
2744,2070,Ahmed,Groceries,3,1477.48,2025-07-20,Completed
2745,2482,Ali,Toys,3,378.07,2025-11-09,Pending
2746,1517,Danish,Books,2,1367.97,2025-12-03,Completed
2747,2302,Omar,Home,2,1532.88,2025-06-11,Pending
2748,2238,Laiba,Sports,6,1054.51,2025-07-12,Completed
2749,2467,Taha,Home,6,1497.46,2025-05-11,Cancelled
2750,2684,Noor,Toys,6,472.25,2025-10-06,Returned
2751,2270,Ali,Groceries,7,1701.68,2025-03-08,Cancelled
2752,1126,Iqra,Electronics,7,1451.16,2026-02-22,Cancelled
2753,1603,Omar,Toys,7,1543.69,2025-01-17,Returned
2754,2889,Iqra,Home,6,943.64,2025-09-17,Completed
2755,1130,Maham,Clothing,8,1013.57,2025-12-30,Returned
2756,1740,Taha,Electronics,4,1265.16,2025-04-16,Completed
2757,2810,Noor,Groceries,10,1696.98,2025-10-16,Returned
2758,1417,Maham,Toys,2,586.72,2025-04-22,Pending
2759,2760,Bilal,Electronics,2,998.24,2025-09-25,Completed
2760,2547,Laiba,Groceries,10,301.78,2025-09-06,Cancelled
2761,1343,Omar,Sports,1,1861.32,2025-07-18,Completed
2762,1034,Taha,Books,10,1344.47,2025-09-07,Pending
2763,1629,Zain,Electronics,9,53.02,2025-06-23,Cancelled
2764,1057,Kiran,Electronics,8,265.86,2025-09-29,Cancelled
2765,2066,Omar,Toys,7,1535.24,2026-02-01,Returned
2766,1226,Danish,Home,5,297.07,2026-04-27,Cancelled
2767,2336,Sana,Books,1,1034.77,2025-10-04,Pending
2768,1690,Hamza,Beauty,5,263.63,2025-08-30,Completed
2769,2402,Iqra,Books,7,1401.73,2025-06-25,Cancelled
2770,2874,Omar,Sports,10,1570.9,2025-03-22,Completed
2771,1857,Ayesha,Sports,4,792.81,2025-12-26,Cancelled
2772,1476,Bilal,Toys,1,1195.21,2026-02-08,Returned
2773,1148,Hamza,Books,9,1383.72,2025-11-01,Returned
2774,1061,Laiba,Toys,4,403.09,2025-01-06,Pending
2775,2376,Kiran,Books,6,242.74,2025-12-12,Pending
2776,2076,Usman,Toys,4,1033.94,2025-08-09,Pending
2777,2007,Taha,Beauty,10,1624.95,2025-05-24,Completed
2778,2795,Bilal,Toys,10,269.72,2025-01-29,Pending
2779,1898,Ayesha,Groceries,3,1005.48,2025-11-15,Returned
2780,1879,Ayesha,Beauty,2,117.26,2025-06-24,Completed
2781,2798,Bilal,Electronics,3,1753.13,2026-02-27,Completed
2782,2729,Hamza,Sports,2,1449.68,2025-02-12,Completed
2783,2686,Usman,Clothing,4,1942.96,2025-05-05,Returned
2784,2885,Iqra,Groceries,7,217.74,2026-03-14,Cancelled
2785,2712,Iqra,Clothing,1,334.54,2025-06-30,Returned
2786,1233,Danish,Toys,5,507.86,2025-08-02,Pending
2787,2573,Danish,Toys,9,1104.8,2025-11-08,Pending
2788,2189,Usman,Groceries,6,1224.73,2025-05-01,Cancelled
2789,1041,Usman,Home,7,644.8,2025-04-13,Pending
2790,2282,Iqra,Home,4,1547.33,2025-08-23,Returned
2791,1747,Ali,Clothing,10,715.73,2025-12-23,Completed
2792,2892,Hassan,Books,2,170.9,2026-01-30,Returned
2793,2735,Maham,Toys,8,1070.64,2026-02-01,Completed
2794,2807,Sana,Clothing,6,1854.07,2025-02-06,Cancelled
2795,1409,Ayesha,Toys,9,1079.42,2025-12-03,Cancelled
2796,2354,Usman,Sports,4,247.06,2025-10-04,Cancelled
2797,2560,Noor,Clothing,6,538.24,2025-08-05,Pending
2798,1386,Noor,Books,7,706.87,2025-12-01,Returned
2799,2686,Hina,Books,1,883.7,2025-10-26,Completed
2800,2666,Ayesha,Sports,10,1019.76,2025-10-16,Completed
2801,2172,Bilal,Sports,1,1411.36,2025-01-05,Returned
2802,1053,Hassan,Books,5,491.58,2025-06-10,Completed
2803,2273,Zain,Toys,10,425.92,2025-03-22,Cancelled
2804,1726,Bilal,Home,8,540.39,2025-07-30,Completed
2805,1831,Ali,Electronics,6,1743.25,2026-02-20,Completed
2806,1388,Sana,Books,1,263.62,2025-03-04,Cancelled
2807,2264,Bilal,Groceries,4,460.2,2025-06-04,Completed
2808,1554,Maham,Sports,7,1328.7,2026-01-15,Completed
2809,2929,Danish,Electronics,6,1768.69,2025-12-02,Returned
2810,2065,Taha,Clothing,1,1656.98,2025-02-11,Completed
2811,1875,Hamza,Sports,2,1240.11,2025-06-17,Pending
2812,1675,Zain,Beauty,10,1896.02,2025-07-30,Pending
2813,1080,Taha,Home,6,158.15,2025-11-21,Pending
2814,2876,Noor,Beauty,9,1482.93,2026-03-19,Returned
2815,1001,Hina,Clothing,5,925.16,2025-06-23,Cancelled
2816,1438,Fatima,Groceries,6,856.36,2025-02-03,Cancelled
2817,2899,Laiba,Home,1,1360.94,2025-08-26,Completed
2818,1430,Taha,Sports,3,219.52,2025-06-17,Completed
2819,1158,Hina,Home,2,1148.41,2026-03-19,Cancelled
2820,1949,Bilal,Toys,2,1538.54,2025-09-22,Pending
2821,1218,Hassan,Home,9,1692.67,2025-10-30,Pending
2822,1294,Fatima,Groceries,9,1099.85,2025-02-17,Pending
2823,1794,Laiba,Groceries,4,192.32,2026-01-19,Completed
2824,2793,Bilal,Groceries,6,361.92,2025-04-26,Cancelled
2825,1395,Taha,Sports,9,1603.33,2025-08-14,Returned
2826,1988,Ahmed,Home,2,688.92,2025-06-10,Returned
2827,2167,Sara,Sports,4,1809.38,2025-01-21,Returned
2828,2045,Ayesha,Groceries,1,821.83,2025-06-01,Completed
2829,2176,Hina,Electronics,10,1136.01,2025-11-03,Cancelled
2830,1052,Noor,Toys,1,1657.71,2025-11-27,Completed
2831,1727,Ali,Sports,6,1469.73,2025-10-26,Completed
2832,2289,Hina,Electronics,1,369.0,2025-12-09,Cancelled
2833,1075,Ahmed,Toys,4,942.85,2025-02-20,Pending
2834,2255,Maham,Clothing,10,1852.77,2026-01-16,Pending
2835,2894,Hassan,Clothing,3,541.62,2025-11-12,Completed
2836,2033,Hamza,Toys,8,668.67,2026-04-12,Completed
2837,1278,Danish,Toys,1,1247.63,2026-02-03,Cancelled
2838,1987,Danish,Electronics,5,1857.56,2025-07-12,Cancelled
2839,2601,Maham,Beauty,7,914.56,2025-05-31,Pending
2840,1096,Ahmed,Home,10,514.3,2025-06-26,Pending
2841,2267,Noor,Home,1,1643.11,2025-06-23,Returned
2842,1562,Maham,Sports,10,399.45,2025-05-30,Completed
2843,1204,Ahmed,Sports,6,798.14,2025-12-31,Completed
2844,2016,Hina,Home,8,314.36,2025-06-19,Cancelled
2845,2101,Sana,Beauty,3,1196.14,2025-09-21,Pending
2846,1599,Usman,Electronics,1,1906.58,2025-05-09,Pending
2847,2423,Ahmed,Groceries,2,1813.61,2025-01-03,Cancelled
2848,1821,Hassan,Sports,3,1299.46,2025-02-24,Completed
2849,2690,Fatima,Home,4,1052.08,2025-02-14,Completed
2850,2649,Danish,Groceries,7,443.31,2025-03-14,Returned
2851,2867,Usman,Books,2,1789.78,2025-08-27,Completed
2852,2214,Ayesha,Electronics,9,993.43,2025-07-12,Completed
2853,1325,Laiba,Sports,3,1568.2,2026-02-02,Completed
2854,2092,Taha,Groceries,10,655.55,2026-03-11,Cancelled
2855,1520,Fatima,Groceries,5,746.39,2025-05-12,Completed
2856,1526,Ahmed,Sports,7,766.06,2025-12-08,Completed
2857,1379,Bilal,Home,1,1254.21,2025-07-06,Pending
2858,1851,Danish,Electronics,1,373.96,2025-12-16,Completed
2859,2277,Kiran,Electronics,8,1796.53,2025-01-05,Completed
2860,1770,Sana,Beauty,4,250.75,2026-02-22,Completed
2861,1329,Ayesha,Groceries,1,129.36,2025-05-07,Completed
2862,2038,Ali,Beauty,5,1958.38,2025-03-09,Completed
2863,2578,Ali,Toys,4,1443.35,2026-03-01,Returned
2864,1411,Hassan,Home,1,197.5,2026-04-15,Returned
2865,1370,Noor,Groceries,5,369.8,2025-03-09,Completed
2866,3000,Ahmed,Electronics,1,1720.6,2025-07-07,Pending
2867,1087,Hina,Sports,9,553.6,2026-03-25,Cancelled
2868,1470,Hassan,Toys,10,1024.33,2026-04-06,Returned
2869,2740,Hamza,Books,3,775.18,2025-11-05,Pending
2870,1143,Hina,Clothing,7,1370.81,2025-05-28,Returned
2871,1975,Omar,Toys,4,1295.97,2025-06-25,Cancelled
2872,1838,Ayesha,Toys,5,548.29,2025-01-21,Returned
2873,1170,Sana,Home,7,1334.46,2025-07-13,Cancelled
2874,2858,Noor,Beauty,1,1371.1,2025-07-22,Returned
2875,2799,Bilal,Sports,8,1148.39,2026-01-13,Cancelled
2876,2888,Hamza,Books,1,1564.97,2025-08-26,Cancelled
2877,1866,Omar,Groceries,5,1505.02,2025-04-12,Completed
2878,2289,Iqra,Beauty,8,1839.22,2026-04-07,Pending
2879,2889,Danish,Clothing,5,1461.01,2025-09-25,Cancelled
2880,2259,Noor,Groceries,6,902.32,2025-04-30,Pending
2881,1338,Danish,Books,8,499.36,2025-05-24,Completed
2882,1469,Fatima,Beauty,10,794.42,2026-04-17,Completed
2883,2876,Maham,Electronics,8,1740.8,2025-01-10,Cancelled
2884,2171,Ayesha,Clothing,8,912.5,2025-08-02,Cancelled
2885,2113,Hassan,Clothing,5,977.79,2025-07-11,Pending
2886,2746,Sara,Home,6,510.19,2025-06-24,Pending
2887,1631,Taha,Toys,9,1706.47,2026-03-13,Completed
2888,1176,Kiran,Sports,6,1680.97,2026-01-26,Returned
2889,2410,Kiran,Books,5,1010.4,2025-08-14,Cancelled
2890,2850,Ayesha,Electronics,1,389.96,2025-12-09,Cancelled
2891,2466,Omar,Books,3,1489.55,2025-09-17,Returned
2892,2241,Taha,Books,4,783.9,2026-03-20,Pending
2893,2814,Zain,Home,1,1070.13,2025-11-05,Completed
2894,1380,Iqra,Books,10,1981.4,2025-08-11,Returned
2895,2858,Taha,Groceries,10,62.45,2025-11-20,Cancelled
2896,1070,Laiba,Groceries,1,1235.97,2025-02-20,Completed
2897,2862,Zain,Books,4,512.74,2026-03-30,Pending
2898,2354,Laiba,Clothing,3,933.86,2025-06-08,Pending
2899,1633,Sara,Home,7,1931.34,2025-04-02,Pending
2900,1743,Zain,Beauty,6,1096.56,2025-09-19,Pending
2901,1026,Noor,Books,5,1044.63,2025-02-28,Completed
2902,1366,Laiba,Electronics,5,726.25,2026-01-20,Completed
